property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floors,balcony_sqft,year_built,property_type,condition,parking_spaces,amenities_score,nearby_schools_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,market_trend_score,price
160,Porbandar - Sector 5,Porbandar,Gujarat,21.656887,69.645817,3892,4,4,2,41,1990,Apartment,Needs Renovation,0,6,2.54,0.53,3.02,3.87,58,58,11838733
161,Gandhinagar - Sector 3,Gandhinagar,Gujarat,23.213898,72.617047,3843,2,3,1,40,2007,Row House,Good,3,4,2.77,3.66,3.48,6.81,95,60,15621959
162,Bhavnagar - Sector 13,Bhavnagar,Gujarat,21.758289,72.14521,4265,1,3,1,184,2007,Penthouse,Good,0,10,3.24,0.6,3.59,9.07,135,79,12683998
163,Bhavnagar - Sector 11,Bhavnagar,Gujarat,21.779124,72.135309,1167,1,1,2,79,1988,Villa,Needs Renovation,1,2,3.45,1.94,4.34,3.62,130,79,3955488
164,Navsari - Sector 11,Navsari,Gujarat,20.933058,72.955353,914,3,4,2,104,2013,Farmhouse,Good,3,10,3.34,3.8,4.53,2.2,146,50,2835603
165,Anand - Sector 19,Anand,Gujarat,22.571872,72.941158,3461,3,2,1,35,2000,Penthouse,Good,3,10,0.54,2.73,4.44,2.01,73,55,12625422
166,Godhra - Sector 8,Godhra,Gujarat,22.781407,73.600461,3484,1,2,2,44,2019,Apartment,New,1,1,3.03,3.36,4.36,2.99,103,99,9108618
167,Porbandar - Sector 19,Porbandar,Gujarat,21.635585,69.616068,2464,5,1,3,144,2008,Farmhouse,Good,0,5,2.83,0.62,2.18,7.42,69,59,6837448
168,Palanpur - Sector 18,Palanpur,Gujarat,24.161677,72.421217,3119,4,1,3,29,1998,Apartment,Needs Renovation,3,2,2.82,2.55,4.41,7.55,57,57,8490116
169,Dwarka - Sector 8,Dwarka,Gujarat,22.257888,68.978437,3948,5,4,2,121,2000,Penthouse,Good,1,5,3.88,3.51,4.9,2.41,86,98,10990539
170,Morbi - Sector 4,Morbi,Gujarat,22.83401,70.824601,3972,4,3,3,155,2002,Villa,Good,3,3,2.88,3.16,3.76,4.56,167,100,10824929
171,Jamnagar - Sector 6,Jamnagar,Gujarat,22.476425,70.03923,1977,3,4,1,166,1998,Apartment,Needs Renovation,0,7,3.84,1.6,2.96,1.97,139,90,6377008
172,Bhavnagar - Sector 16,Bhavnagar,Gujarat,21.776079,72.150112,2736,5,1,3,29,1980,Penthouse,Needs Renovation,0,1,4.28,1.0,2.38,2.49,157,62,9204664
173,Surat - Sector 1,Surat,Gujarat,21.168424,72.826954,4501,4,3,1,168,2023,Studio,New,3,3,1.31,4.21,4.82,1.83,163,88,18147262
174,Porbandar - Sector 5,Porbandar,Gujarat,21.653685,69.645113,4084,1,2,2,65,2018,Penthouse,New,1,6,1.04,0.85,2.8,7.52,181,53,9946085
175,Veraval - Sector 5,Veraval,Gujarat,20.888071,70.372482,3571,5,1,2,65,2004,Studio,Good,1,5,4.03,2.88,4.62,7.99,169,93,8227871
176,Palanpur - Sector 3,Palanpur,Gujarat,24.165199,72.438946,929,2,1,3,140,1993,Penthouse,Needs Renovation,2,3,1.27,1.15,0.97,2.27,171,51,2499600
177,Nadiad - Sector 7,Nadiad,Gujarat,22.673456,72.855273,4900,1,4,1,189,2002,Independent House,Good,1,7,2.71,1.95,2.58,2.35,159,92,15119788
178,Valsad - Sector 14,Valsad,Gujarat,20.61473,72.938221,915,4,4,1,131,2012,Row House,Good,3,9,3.67,2.29,4.42,5.97,163,65,2461603
179,Gandhinagar - Sector 19,Gandhinagar,Gujarat,23.209854,72.617207,4198,2,1,2,90,2022,Row House,New,3,6,1.98,2.43,2.55,6.81,139,78,16235367
180,Bhavnagar - Sector 18,Bhavnagar,Gujarat,21.752188,72.142972,4466,2,4,2,108,2025,Studio,New,2,4,4.14,1.99,0.87,3.8,165,92,14471930
181,Nadiad - Sector 18,Nadiad,Gujarat,22.677308,72.846868,3930,2,3,3,36,2021,Farmhouse,New,1,8,2.29,1.83,3.57,6.03,146,64,11363120
182,Dwarka - Sector 4,Dwarka,Gujarat,22.261955,68.966046,4818,5,2,1,166,2002,Independent House,Good,0,1,3.76,4.94,4.14,5.87,186,57,11076565
183,Mehsana - Sector 18,Mehsana,Gujarat,23.582158,72.363878,4805,5,4,3,55,2011,Apartment,Good,3,2,1.74,2.86,4.18,1.65,113,86,15249135
184,Anand - Sector 1,Anand,Gujarat,22.574571,72.925993,4290,5,3,3,108,1996,Independent House,Needs Renovation,1,2,3.29,2.58,0.62,7.72,106,68,13296693
185,Navsari - Sector 11,Navsari,Gujarat,20.949662,72.955394,4989,3,1,3,144,2016,Independent House,Good,3,9,1.41,1.16,4.91,4.88,132,71,14849639
186,Porbandar - Sector 16,Porbandar,Gujarat,21.658727,69.647712,2967,3,1,2,37,2022,Penthouse,New,2,5,0.91,2.36,3.89,8.94,166,79,7112144
187,Godhra - Sector 3,Godhra,Gujarat,22.758107,73.616223,1755,3,3,1,135,2017,Studio,Good,2,5,3.27,1.68,3.48,7.84,164,57,3835091
188,Gandhinagar - Sector 18,Gandhinagar,Gujarat,23.198934,72.639965,771,1,3,1,194,1982,Penthouse,Needs Renovation,3,5,2.64,2.66,1.51,9.36,138,81,2808980
189,Palanpur - Sector 10,Palanpur,Gujarat,24.178612,72.455796,2503,1,1,1,132,2011,Penthouse,Good,3,4,1.2,4.78,1.8,4.77,114,74,6820717
190,Vadodara - Sector 10,Vadodara,Gujarat,22.308996,73.17407,940,1,2,1,53,2021,Independent House,New,3,9,3.75,1.08,1.91,1.39,62,90,4114599
191,Vadodara - Sector 13,Vadodara,Gujarat,22.3011,73.184695,4286,5,4,3,198,1987,Penthouse,Needs Renovation,0,1,2.52,4.24,1.43,9.74,113,53,14693348
192,Rajkot - Sector 7,Rajkot,Gujarat,22.296769,70.797499,1131,5,3,2,140,2010,Farmhouse,Good,3,6,1.99,3.05,1.01,5.71,112,74,4003351
193,Bhavnagar - Sector 9,Bhavnagar,Gujarat,21.76532,72.156988,3890,4,2,3,196,2021,Apartment,New,0,2,3.05,3.15,1.78,5.76,136,87,12489865
194,Dwarka - Sector 14,Dwarka,Gujarat,22.260336,68.9844,639,3,1,2,34,1998,Farmhouse,Needs Renovation,2,1,1.82,0.61,2.03,5.86,180,73,1480222
195,Surat - Sector 1,Surat,Gujarat,21.168245,72.838035,3072,3,3,2,136,2024,Independent House,New,1,1,1.18,4.41,3.91,4.04,99,76,12721139
196,Godhra - Sector 7,Godhra,Gujarat,22.772842,73.628132,2403,4,4,1,57,2023,Independent House,New,1,8,3.83,1.64,1.98,3.51,128,64,6039785
197,Nadiad - Sector 1,Nadiad,Gujarat,22.697216,72.852425,957,4,4,3,96,1991,Studio,Needs Renovation,0,1,4.42,4.12,2.57,2.67,161,98,2926180
198,Gandhinagar - Sector 1,Gandhinagar,Gujarat,23.233598,72.648538,1947,3,3,1,133,2007,Independent House,Good,0,2,4.68,2.58,0.7,2.13,107,70,8655938
199,Veraval - Sector 6,Veraval,Gujarat,20.918242,70.345034,4604,3,4,2,57,1980,Independent House,Needs Renovation,0,10,3.59,1.06,2.84,4.86,197,73,11014286
200,Bharuch - Sector 4,Bharuch,Gujarat,21.685434,73.015222,576,2,1,3,110,2020,Villa,New,0,2,2.03,4.71,2.07,2.19,165,75,1816581
201,Nadiad - Sector 16,Nadiad,Gujarat,22.674446,72.866237,530,4,3,2,32,1983,Independent House,Needs Renovation,3,8,4.16,4.12,2.42,5.04,178,50,1508220
202,Ahmedabad - Sector 18,Ahmedabad,Gujarat,23.040628,72.577586,1089,4,3,3,29,2011,Apartment,Good,2,4,4.61,2.22,1.3,5.85,55,82,4997848
203,Anand - Sector 4,Anand,Gujarat,22.561844,72.941721,4345,5,3,2,117,2021,Farmhouse,New,3,3,2.58,4.55,4.42,3.31,99,63,14988297
204,Ahmedabad - Sector 15,Ahmedabad,Gujarat,23.019249,72.575765,2626,5,3,1,41,2018,Row House,New,2,10,0.51,3.64,1.81,9.66,121,86,10242646
205,Dwarka - Sector 20,Dwarka,Gujarat,22.243929,68.951682,1244,4,4,3,122,2022,Penthouse,New,0,1,1.05,4.1,3.46,4.18,168,65,3035140
206,Morbi - Sector 18,Morbi,Gujarat,22.818962,70.82113,3966,5,1,3,49,2008,Row House,Good,0,6,4.42,3.04,2.26,3.95,74,73,12176594
207,Palanpur - Sector 3,Palanpur,Gujarat,24.164793,72.446594,4969,1,2,2,143,2023,Villa,New,0,7,4.66,4.84,4.04,3.94,138,67,13415569
208,Valsad - Sector 8,Valsad,Gujarat,20.603372,72.933983,3570,5,4,3,108,1981,Independent House,Needs Renovation,3,1,0.52,4.44,3.8,7.33,154,76,9407713
209,Ahmedabad - Sector 9,Ahmedabad,Gujarat,23.007101,72.556486,3664,3,4,1,105,2022,Independent House,New,3,7,3.96,4.53,4.21,7.46,56,63,16185183
210,Morbi - Sector 5,Morbi,Gujarat,22.811529,70.834907,1740,5,4,2,86,2024,Studio,New,2,7,3.3,1.88,1.51,5.84,50,50,5255746
211,Dwarka - Sector 7,Dwarka,Gujarat,22.227409,68.962614,3152,5,2,1,115,2018,Villa,New,2,8,2.3,2.89,1.18,7.07,192,71,6997427
212,Nadiad - Sector 17,Nadiad,Gujarat,22.710456,72.864434,1197,3,2,3,181,2022,Row House,New,1,10,2.03,4.44,4.94,4.8,198,75,3341163
213,Vadodara - Sector 3,Vadodara,Gujarat,22.287906,73.171278,4951,1,4,2,41,2019,Penthouse,New,2,5,3.79,1.45,0.96,8.03,52,59,18910868
214,Dwarka - Sector 2,Dwarka,Gujarat,22.245564,68.974221,1626,2,1,3,160,1987,Row House,Needs Renovation,3,9,1.93,2.09,4.24,4.85,57,98,4430675
215,Mehsana - Sector 6,Mehsana,Gujarat,23.60249,72.358652,2736,2,3,3,116,2023,Penthouse,New,2,5,4.78,2.23,4.67,7.28,62,97,8113007
216,Jamnagar - Sector 6,Jamnagar,Gujarat,22.462156,70.044912,2426,2,4,3,27,2013,Apartment,Good,3,6,3.97,2.96,4.55,6.43,120,93,7255304
217,Dwarka - Sector 10,Dwarka,Gujarat,22.249965,68.975893,1419,5,2,1,160,1982,Apartment,Needs Renovation,1,8,2.56,3.89,2.22,8.46,105,83,3376384
218,Vadodara - Sector 12,Vadodara,Gujarat,22.303699,73.180066,2389,2,1,2,173,2001,Villa,Good,2,8,4.83,3.68,2.49,2.41,167,69,9091762
219,Ahmedabad - Sector 13,Ahmedabad,Gujarat,23.035554,72.570916,2475,3,2,1,54,2012,Villa,Good,1,2,1.22,4.46,1.86,2.86,109,84,11434973
220,Valsad - Sector 15,Valsad,Gujarat,20.588068,72.941175,4051,2,4,1,194,2024,Row House,New,1,1,2.13,3.21,4.18,4.28,127,70,11803357
221,Morbi - Sector 4,Morbi,Gujarat,22.827635,70.845004,4309,4,3,1,80,1993,Farmhouse,Needs Renovation,2,7,3.12,3.88,4.9,3.54,111,82,12814154
222,Rajkot - Sector 15,Rajkot,Gujarat,22.297528,70.784788,4611,2,2,1,38,1994,Studio,Needs Renovation,0,7,4.02,4.91,4.7,5.79,148,97,15631395
223,Mehsana - Sector 15,Mehsana,Gujarat,23.570635,72.385973,4799,4,2,2,149,1989,Villa,Needs Renovation,0,9,4.48,4.52,4.63,8.93,156,98,12309760
224,Dwarka - Sector 3,Dwarka,Gujarat,22.236514,68.980114,4769,5,4,3,66,1982,Penthouse,Needs Renovation,3,4,3.08,1.52,1.59,9.17,60,79,11714251
225,Jamnagar - Sector 5,Jamnagar,Gujarat,22.464232,70.042091,3920,5,4,1,131,2009,Row House,Good,0,9,3.95,1.26,1.02,5.61,121,58,11930391
226,Junagadh - Sector 11,Junagadh,Gujarat,21.534616,70.450969,1434,5,4,3,200,1987,Penthouse,Needs Renovation,1,10,0.87,0.88,2.9,7.18,131,79,4268797
227,Ahmedabad - Sector 8,Ahmedabad,Gujarat,23.005324,72.583621,581,3,2,1,112,2010,Villa,Good,3,7,1.06,2.01,3.35,3.32,177,72,2455271
228,Jamnagar - Sector 14,Jamnagar,Gujarat,22.473835,70.05071,2928,2,4,2,159,2019,Farmhouse,New,2,10,1.81,4.7,4.86,9.32,94,96,8417338
229,Porbandar - Sector 20,Porbandar,Gujarat,21.624665,69.616507,811,4,1,2,110,2014,Row House,Good,1,9,1.03,0.99,1.45,8.68,185,99,1911775
230,Vadodara - Sector 9,Vadodara,Gujarat,22.303531,73.190296,2663,1,4,2,36,2011,Villa,Good,2,9,3.61,2.66,3.28,4.31,94,66,10582584
231,Valsad - Sector 9,Valsad,Gujarat,20.580926,72.946712,2800,4,3,2,137,1981,Penthouse,Needs Renovation,3,1,0.93,3.13,3.12,2.82,91,86,8766025
232,Mehsana - Sector 7,Mehsana,Gujarat,23.598906,72.387224,3857,1,4,2,183,2012,Farmhouse,Good,3,2,2.2,2.23,1.19,2.37,98,53,12262202
233,Dwarka - Sector 4,Dwarka,Gujarat,22.228477,68.958332,1096,3,3,2,179,1996,Farmhouse,Needs Renovation,3,9,2.77,1.19,0.8,9.76,179,59,2317350
234,Valsad - Sector 5,Valsad,Gujarat,20.594184,72.934106,4442,1,3,1,91,2022,Studio,New,2,6,1.34,1.13,3.65,6.06,141,59,12239245
235,Valsad - Sector 4,Valsad,Gujarat,20.607642,72.948446,972,2,4,3,35,1983,Penthouse,Needs Renovation,3,4,0.66,2.42,0.63,2.09,92,96,3086747
236,Anand - Sector 5,Anand,Gujarat,22.582784,72.914837,4747,1,2,3,88,2005,Row House,Good,1,1,2.1,3.85,3.35,8.03,98,50,14735965
237,Vadodara - Sector 11,Vadodara,Gujarat,22.324174,73.16135,4429,4,3,2,113,2024,Row House,New,0,2,1.2,1.07,0.66,5.38,50,56,18023124
238,Morbi - Sector 16,Morbi,Gujarat,22.832521,70.853126,1871,5,3,2,122,1980,Studio,Needs Renovation,1,2,1.91,0.99,3.75,4.69,92,80,5542251
239,Ahmedabad - Sector 6,Ahmedabad,Gujarat,23.025981,72.565912,3817,3,1,3,66,1981,Penthouse,Needs Renovation,3,4,3.35,4.45,1.72,4.33,132,79,16644301
240,Palanpur - Sector 5,Palanpur,Gujarat,24.184728,72.442556,3708,5,4,2,63,2018,Studio,New,1,8,4.14,1.88,2.98,5.35,154,83,9524462
241,Godhra - Sector 6,Godhra,Gujarat,22.782385,73.596977,566,1,3,2,121,2002,Apartment,Good,2,3,4.06,4.3,4.75,7.93,128,64,1287351
242,Ahmedabad - Sector 2,Ahmedabad,Gujarat,23.034621,72.555933,3768,4,1,1,136,2024,Studio,New,2,4,2.28,3.17,4.84,7.78,141,88,15031937
243,Palanpur - Sector 3,Palanpur,Gujarat,24.179755,72.455193,730,4,1,3,71,2016,Row House,Good,2,2,4.85,3.25,0.9,8.27,195,76,1667539
244,Mehsana - Sector 3,Mehsana,Gujarat,23.591227,72.357129,1144,5,4,1,170,2025,Independent House,New,3,3,4.85,0.76,2.71,5.14,199,81,3041932
245,Bharuch - Sector 13,Bharuch,Gujarat,21.713503,72.997931,651,5,3,2,120,2004,Villa,Good,2,4,2.03,2.88,1.89,8.34,185,51,1746163
246,Ahmedabad - Sector 4,Ahmedabad,Gujarat,23.03425,72.581942,4869,1,3,2,92,2008,Independent House,Good,2,2,2.96,1.27,3.23,8.9,174,94,18182530
247,Bhavnagar - Sector 3,Bhavnagar,Gujarat,21.772026,72.16279,4841,2,4,3,107,2002,Penthouse,Good,1,6,3.87,3.04,4.44,7.55,157,93,14551897
248,Morbi - Sector 4,Morbi,Gujarat,22.833873,70.836056,3451,3,1,1,187,2025,Farmhouse,New,3,10,4.31,1.3,1.41,6.6,135,59,9327887
249,Veraval - Sector 15,Veraval,Gujarat,20.916199,70.38184,4137,1,4,1,169,2002,Apartment,Good,2,1,0.76,2.32,3.11,3.14,168,59,10645230
250,Porbandar - Sector 10,Porbandar,Gujarat,21.636333,69.637182,2585,1,1,1,139,2018,Studio,New,1,9,2.72,4.93,2.17,9.23,95,100,6676485
251,Vadodara - Sector 4,Vadodara,Gujarat,22.287563,73.186693,1909,2,4,1,46,2021,Villa,New,1,1,2.44,2.56,1.07,4.22,62,87,7869656
252,Ahmedabad - Sector 19,Ahmedabad,Gujarat,23.026201,72.588618,724,3,1,1,78,2024,Studio,New,1,7,3.47,2.08,4.74,6.36,131,88,3020200
253,Navsari - Sector 9,Navsari,Gujarat,20.952404,72.969999,3670,1,4,1,63,1991,Independent House,Needs Renovation,2,8,4.04,4.93,1.8,1.93,134,74,11611054
254,Palanpur - Sector 2,Palanpur,Gujarat,24.18514,72.453998,1498,5,3,2,45,1991,Studio,Needs Renovation,2,1,3.53,3.46,1.05,3.89,129,79,4091042
255,Morbi - Sector 18,Morbi,Gujarat,22.798398,70.85547,1457,2,1,1,138,2020,Apartment,New,0,5,2.65,3.03,2.73,1.71,149,100,4311007
256,Veraval - Sector 3,Veraval,Gujarat,20.922495,70.36269,3674,5,1,1,103,1994,Row House,Needs Renovation,1,8,3.78,4.44,3.38,5.14,197,69,8734899
257,Bhavnagar - Sector 19,Bhavnagar,Gujarat,21.780842,72.140476,4431,4,4,3,184,2023,Penthouse,New,1,7,3.41,2.07,3.03,2.47,175,78,14594956
258,Navsari - Sector 12,Navsari,Gujarat,20.964492,72.962888,4085,4,1,3,25,2021,Farmhouse,New,1,5,3.12,4.46,0.7,8.45,197,92,10358389
259,Navsari - Sector 14,Navsari,Gujarat,20.952582,72.943676,1513,3,1,1,109,2018,Independent House,New,3,1,4.58,2.58,2.76,6.67,186,77,4055698
260,Dwarka - Sector 6,Dwarka,Gujarat,22.225973,68.972927,731,2,4,1,107,2019,Studio,New,1,4,4.65,2.09,1.05,3.03,77,78,2028241
261,Veraval - Sector 12,Veraval,Gujarat,20.917838,70.382439,3640,4,3,1,192,2006,Penthouse,Good,1,9,2.64,4.35,1.07,4.73,166,71,9070304
262,Junagadh - Sector 17,Junagadh,Gujarat,21.527677,70.462943,1716,2,1,1,146,1999,Penthouse,Needs Renovation,3,3,0.92,4.3,4.77,6.71,163,54,4974166
263,Nadiad - Sector 16,Nadiad,Gujarat,22.679402,72.874874,3198,5,2,3,169,2020,Apartment,New,1,9,1.8,4.88,3.74,5.83,64,70,10180577
264,Valsad - Sector 16,Valsad,Gujarat,20.591302,72.928992,3823,1,2,3,81,2015,Farmhouse,Good,2,8,3.15,2.99,3.01,4.15,128,89,11157913
265,Gandhinagar - Sector 20,Gandhinagar,Gujarat,23.228871,72.649313,2906,5,3,1,99,1981,Row House,Needs Renovation,1,2,4.6,2.57,0.68,8.64,98,55,11274986
266,Rajkot - Sector 16,Rajkot,Gujarat,22.311041,70.795747,684,5,3,1,31,2020,Independent House,New,3,3,4.38,1.54,3.92,6.55,107,76,2388580
267,Morbi - Sector 3,Morbi,Gujarat,22.81935,70.856251,3467,4,1,2,106,1991,Row House,Needs Renovation,1,6,4.23,3.79,3.06,8.13,80,79,9615616
268,Bhavnagar - Sector 7,Bhavnagar,Gujarat,21.776868,72.157427,1608,4,3,3,163,2006,Independent House,Good,1,7,1.48,4.8,1.33,8.93,131,54,4820696
269,Rajkot - Sector 1,Rajkot,Gujarat,22.288803,70.81583,3573,1,1,3,32,2025,Farmhouse,New,3,5,1.6,2.87,2.5,5.94,83,72,12992399
270,Gandhinagar - Sector 20,Gandhinagar,Gujarat,23.226396,72.647567,1827,5,4,1,75,2023,Penthouse,New,1,1,4.09,1.2,0.89,9.84,161,74,6402175
271,Godhra - Sector 17,Godhra,Gujarat,22.764029,73.621361,4181,3,4,2,61,1985,Studio,Needs Renovation,0,2,1.81,4.1,2.19,9.14,156,58,8939488
272,Palanpur - Sector 11,Palanpur,Gujarat,24.169967,72.445205,4302,3,1,2,163,1996,Row House,Needs Renovation,3,9,2.07,1.96,1.21,8.14,188,65,9943392
273,Jamnagar - Sector 13,Jamnagar,Gujarat,22.480999,70.047381,3735,2,1,3,102,2012,Apartment,Good,1,10,4.02,2.76,2.12,3.32,89,64,12388948
274,Valsad - Sector 7,Valsad,Gujarat,20.601148,72.948264,4581,4,1,1,181,2021,Farmhouse,New,3,4,1.77,0.99,4.94,8.26,124,86,12227557
275,Valsad - Sector 16,Valsad,Gujarat,20.606061,72.945153,1372,2,4,3,134,2005,Studio,Good,2,9,3.33,4.18,3.37,8.8,174,60,3408428
276,Anand - Sector 13,Anand,Gujarat,22.571859,72.9272,4794,1,1,1,104,2021,Apartment,New,0,2,4.53,1.62,2.8,8.56,82,82,14954583
277,Jamnagar - Sector 12,Jamnagar,Gujarat,22.479459,70.074569,1377,5,1,1,31,1991,Row House,Needs Renovation,0,6,2.92,2.25,1.92,2.92,183,80,4131303
278,Mehsana - Sector 11,Mehsana,Gujarat,23.60755,72.355309,4514,4,1,2,160,2018,Farmhouse,New,0,5,2.05,0.81,3.39,9.54,64,51,12650130
279,Dwarka - Sector 16,Dwarka,Gujarat,22.229238,68.949178,4376,1,1,1,122,1990,Penthouse,Needs Renovation,3,7,2.34,1.36,1.51,4.85,105,61,11317176
280,Rajkot - Sector 12,Rajkot,Gujarat,22.323747,70.815223,3248,1,2,2,180,2012,Row House,Good,3,8,1.23,4.37,0.91,7.69,168,85,10290225
281,Valsad - Sector 10,Valsad,Gujarat,20.59823,72.926931,4237,4,4,2,101,1999,Independent House,Needs Renovation,3,4,2.29,1.82,4.65,1.32,185,92,12271269
282,Godhra - Sector 20,Godhra,Gujarat,22.766605,73.628478,3425,2,2,3,99,1995,Apartment,Needs Renovation,3,9,0.7,4.41,2.92,8.06,119,57,7846149
283,Junagadh - Sector 12,Junagadh,Gujarat,21.520715,70.43938,1030,2,4,2,41,1998,Villa,Needs Renovation,3,6,2.15,0.85,3.48,7.29,134,75,3047717
284,Surat - Sector 13,Surat,Gujarat,21.163265,72.839601,1281,5,2,2,83,2005,Row House,Good,1,5,3.51,1.76,4.18,8.9,152,96,4464643
285,Veraval - Sector 17,Veraval,Gujarat,20.916213,70.36325,4392,3,2,3,24,2023,Apartment,New,1,5,4.07,3.85,1.5,1.03,173,88,11739291
286,Nadiad - Sector 20,Nadiad,Gujarat,22.68397,72.8454,4592,5,3,1,79,2021,Penthouse,New,3,7,4.94,3.02,2.89,6.67,174,64,12654976
287,Porbandar - Sector 7,Porbandar,Gujarat,21.638383,69.627019,3673,5,2,2,69,2008,Row House,Good,2,10,0.67,2.63,2.83,3.7,105,69,10654252
288,Navsari - Sector 15,Navsari,Gujarat,20.95686,72.96936,4685,5,1,3,133,1986,Independent House,Needs Renovation,3,1,2.12,1.68,1.61,7.02,74,62,14171002
289,Palanpur - Sector 17,Palanpur,Gujarat,24.173321,72.446091,1656,2,3,2,170,1999,Penthouse,Needs Renovation,0,8,3.2,4.1,4.15,3.01,124,82,4635310
290,Navsari - Sector 7,Navsari,Gujarat,20.927454,72.949551,1086,2,1,2,21,1987,Studio,Needs Renovation,1,4,4.3,1.3,2.98,1.37,138,86,3459831
291,Anand - Sector 4,Anand,Gujarat,22.553439,72.92666,2596,1,2,1,148,2023,Villa,New,0,5,0.88,1.48,0.82,8.74,168,99,7307538
292,Dwarka - Sector 19,Dwarka,Gujarat,22.242244,68.982242,3593,1,3,3,114,2020,Apartment,New,1,8,1.02,1.64,3.83,5.25,170,73,8540992
293,Palanpur - Sector 7,Palanpur,Gujarat,24.152896,72.441404,2322,5,3,2,146,2001,Independent House,Good,2,1,4.09,3.1,0.65,5.91,195,81,5604115
294,Dwarka - Sector 14,Dwarka,Gujarat,22.250606,68.977738,922,1,2,2,38,1991,Villa,Needs Renovation,1,1,2.69,1.11,1.74,7.42,137,54,2168339
295,Navsari - Sector 15,Navsari,Gujarat,20.947039,72.967867,1211,5,4,2,163,2024,Studio,New,0,2,2.11,1.23,1.59,6.54,60,100,3759891
296,Bhavnagar - Sector 7,Bhavnagar,Gujarat,21.770848,72.153648,3359,5,3,2,40,1994,Studio,Needs Renovation,2,3,1.95,2.36,1.11,7.5,187,75,9749195
297,Junagadh - Sector 14,Junagadh,Gujarat,21.52603,70.45306,3971,3,3,1,167,2004,Penthouse,Good,3,8,2.55,0.95,2.02,6.76,118,53,12115578
298,Ahmedabad - Sector 10,Ahmedabad,Gujarat,23.013788,72.56432,940,1,4,2,187,1982,Villa,Needs Renovation,3,3,2.15,4.51,1.34,6.85,174,85,3685372
299,Vadodara - Sector 9,Vadodara,Gujarat,22.311467,73.164088,4925,1,4,2,65,2000,Studio,Good,3,1,2.34,4.48,4.93,7.82,178,52,16392902
300,Rajkot - Sector 9,Rajkot,Gujarat,22.319163,70.817041,3335,3,2,3,196,1988,Independent House,Needs Renovation,2,6,1.79,3.5,3.93,6.87,145,62,11068376
301,Godhra - Sector 2,Godhra,Gujarat,22.777847,73.597454,4287,4,4,2,156,1999,Farmhouse,Needs Renovation,2,4,3.61,2.44,2.81,4.58,60,53,11348021
302,Surat - Sector 5,Surat,Gujarat,21.162189,72.848005,3209,2,2,3,128,1987,Independent House,Needs Renovation,3,10,2.69,4.75,3.62,4.32,143,84,12562516
303,Veraval - Sector 16,Veraval,Gujarat,20.901742,70.356384,4082,5,2,2,114,2018,Villa,New,3,4,4.23,3.54,1.48,1.87,186,50,10554974
304,Valsad - Sector 3,Valsad,Gujarat,20.581714,72.946131,4242,5,2,2,174,2023,Apartment,New,3,4,2.74,2.04,3.92,5.31,153,100,11721610
305,Anand - Sector 19,Anand,Gujarat,22.571121,72.93575,4492,2,4,1,156,1988,Apartment,Needs Renovation,2,3,4.42,2.14,4.24,1.05,89,72,16425729
306,Navsari - Sector 9,Navsari,Gujarat,20.952592,72.956051,1526,2,3,2,51,1996,Villa,Needs Renovation,1,9,1.18,4.04,3.85,6.84,185,100,4079502
307,Morbi - Sector 1,Morbi,Gujarat,22.811431,70.850489,1119,3,1,2,132,1997,Independent House,Needs Renovation,0,7,0.63,3.06,1.99,8.85,76,79,3063404
308,Bhavnagar - Sector 2,Bhavnagar,Gujarat,21.745841,72.170085,1686,2,1,1,111,2018,Row House,New,0,5,4.26,3.34,3.29,7.64,95,58,5429269
309,Surat - Sector 5,Surat,Gujarat,21.164792,72.823203,4325,1,3,1,182,2008,Farmhouse,Good,2,5,3.97,1.43,2.17,6.32,106,59,16889090
310,Navsari - Sector 1,Navsari,Gujarat,20.936144,72.957242,3939,4,1,3,92,2023,Villa,New,3,3,3.45,4.62,1.67,3.85,191,77,11176859
311,Dwarka - Sector 19,Dwarka,Gujarat,22.22594,68.970041,796,4,4,2,182,1980,Studio,Needs Renovation,3,8,0.82,3.92,1.88,4.52,93,66,2101458
312,Palanpur - Sector 18,Palanpur,Gujarat,24.176729,72.440015,4755,1,1,3,179,2009,Villa,Good,3,8,1.68,2.87,1.47,5.2,166,69,12081017
313,Morbi - Sector 18,Morbi,Gujarat,22.819998,70.830187,1665,2,3,1,99,2025,Farmhouse,New,0,3,1.85,1.75,3.74,1.95,115,72,5097807
314,Gandhinagar - Sector 5,Gandhinagar,Gujarat,23.198851,72.629789,2032,5,2,3,112,1987,Studio,Needs Renovation,3,3,1.44,3.91,4.48,5.3,126,67,8256120
315,Rajkot - Sector 20,Rajkot,Gujarat,22.295656,70.796269,4630,5,4,1,123,2023,Villa,New,1,7,4.79,2.25,3.96,6.82,170,77,14934277
316,Rajkot - Sector 14,Rajkot,Gujarat,22.314941,70.790704,3666,1,4,1,168,1991,Penthouse,Needs Renovation,1,9,0.8,1.21,1.65,7.25,199,53,11298052
317,Bharuch - Sector 5,Bharuch,Gujarat,21.720549,73.00886,3059,4,3,2,43,2010,Apartment,Good,2,9,2.16,4.31,4.79,1.6,148,73,9965326
318,Porbandar - Sector 16,Porbandar,Gujarat,21.64592,69.637058,1638,1,1,3,20,2005,Apartment,Good,3,2,0.84,2.98,0.84,7.29,145,71,4187044
